Academic_Year,State_Code,State_Name,District_Code,District_Name,Block_Code,Udise_Block_Name,School_Category_Id,School_Category_Name,School_Management_Id,School_Management_Name,Location,School_Type_Id,School_Type,Total_Number_of_Schools,Building,Complete_Medical_Checkup,Computer_Available,Functional_Drinking_Water,Drinking_Water,Functional_Electricity,Functional_Boy_Toilet,Functional_Girl_Toilet,Functional_Toilet_Facility,Functional_Toilet_and_Urinal,Functional_Urinal,Functional_Urinal_Boy,Functional_Urinal_Girl,Handwash,Separate_Room_for_Headmaster,Incinerator,Internet,Kitchen_Garden,Land_Available,Librarian,Library_or_Reading_Corner_or_Book_Bank,Medical_Checkup,Newspaper,Playground,Rain_Water_Harvesting,Ramps,Solar_Panel,Furniture,Water_Purifier,Water_Tested
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93309,RASULABAD,5,HSS (VI-XII),5,Private Unaided (Recognized),Rural,3,Co-Ed,6,6,0,1,6,6,5,6,6,6,0,0,0,0,6,4,0,4,0,3,4,6,3,5,5,1,1,0,6,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93309,RASULABAD,5,HSS (VI-XII),5,Private Unaided (Recognized),Urban,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93309,RASULABAD,1,PS (I-V),1,Department of Education,Rural,3,Co-Ed,260,258,0,2,227,227,27,240,240,246,0,0,0,0,26,222,0,0,250,161,0,149,100,5,173,0,145,0,178,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93309,RASULABAD,1,PS (I-V),5,Private Unaided (Recognized),Rural,3,Co-Ed,20,20,0,1,18,18,11,20,20,20,0,0,0,0,4,10,0,0,1,9,0,8,5,2,13,0,2,0,12,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93309,RASULABAD,1,PS (I-V),1,Department of Education,Urban,3,Co-Ed,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93309,RASULABAD,1,PS (I-V),5,Private Unaided (Recognized),Urban,3,Co-Ed,3,3,0,0,3,3,3,3,3,3,0,0,0,0,1,2,0,0,0,1,0,2,1,0,1,0,0,0,3,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93309,RASULABAD,6,SS (I-X),4,Government Aided,Rural,3,Co-Ed,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93309,RASULABAD,6,SS (I-X),98,Madarsa unrecognized,Rural,3,Co-Ed,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93309,RASULABAD,8,SS (IX-X),1,Department of Education,Urban,2,Girls,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93309,RASULABAD,8,SS (IX-X),5,Private Unaided (Recognized),Rural,3,Co-Ed,8,8,0,0,6,6,1,7,7,7,0,0,0,0,6,6,0,0,0,6,3,6,0,7,8,1,0,0,8,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93309,RASULABAD,7,SS (VI-X),5,Private Unaided (Recognized),Rural,3,Co-Ed,10,9,0,0,10,10,8,10,10,10,0,0,0,0,7,9,0,2,0,10,8,7,5,8,10,4,1,0,10,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93309,RASULABAD,2,UPS (I-VIII),4,Government Aided,Rural,3,Co-Ed,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93309,RASULABAD,2,UPS (I-VIII),5,Private Unaided (Recognized),Rural,3,Co-Ed,3,3,0,0,1,1,1,3,3,3,0,0,0,0,1,2,0,0,0,1,0,0,1,0,2,0,0,0,2,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93309,RASULABAD,2,UPS (I-VIII),98,Madarsa unrecognized,Rural,3,Co-Ed,2,2,0,0,2,2,2,2,2,2,0,0,0,0,2,1,0,0,0,1,0,2,2,1,1,0,0,0,2,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93309,RASULABAD,4,UPS (VI-VIII),1,Department of Education,Rural,2,Girls,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93309,RASULABAD,4,UPS (VI-VIII),1,Department of Education,Rural,3,Co-Ed,100,98,0,8,90,91,15,95,95,97,0,0,0,0,6,81,0,0,76,61,0,40,23,2,55,0,55,0,76,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93309,RASULABAD,4,UPS (VI-VIII),4,Government Aided,Rural,3,Co-Ed,2,2,0,1,2,2,0,2,2,2,0,0,0,0,1,1,0,0,1,2,0,1,2,0,2,0,0,0,2,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93309,RASULABAD,4,UPS (VI-VIII),5,Private Unaided (Recognized),Rural,3,Co-Ed,17,17,0,1,17,17,9,17,17,17,0,0,0,0,4,11,0,1,0,12,1,3,4,3,11,0,1,0,14,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93309,RASULABAD,4,UPS (VI-VIII),5,Private Unaided (Recognized),Urban,3,Co-Ed,2,2,0,0,2,2,2,2,2,2,0,0,0,0,2,2,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93310,SARVANKHERA,10,HSS (IX-XII),4,Government Aided,Rural,3,Co-Ed,2,2,0,2,2,2,1,2,2,2,0,0,0,0,2,2,0,0,1,2,0,2,2,2,2,1,0,0,2,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93310,SARVANKHERA,10,HSS (IX-XII),5,Private Unaided (Recognized),Rural,3,Co-Ed,4,4,0,1,4,4,2,4,4,4,0,0,0,0,4,2,0,2,0,2,1,4,0,1,3,1,0,0,4,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93310,SARVANKHERA,5,HSS (VI-XII),4,Government Aided,Rural,3,Co-Ed,4,4,0,3,4,4,3,3,3,3,0,0,0,0,2,2,0,3,1,2,1,3,2,4,4,0,0,0,2,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93310,SARVANKHERA,5,HSS (VI-XII),5,Private Unaided (Recognized),Rural,3,Co-Ed,9,9,0,5,9,9,5,9,9,9,0,0,0,0,7,9,0,5,2,8,6,7,5,8,9,0,1,0,8,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93310,SARVANKHERA,1,PS (I-V),1,Department of Education,Rural,1,Boys,3,3,0,1,3,3,0,3,1,3,0,0,0,0,0,0,0,0,3,2,0,2,3,0,3,0,2,0,3,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93310,SARVANKHERA,1,PS (I-V),1,Department of Education,Rural,2,Girls,3,3,0,0,3,3,0,1,3,3,0,0,0,0,2,2,0,0,3,3,0,3,3,0,2,0,3,0,3,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93310,SARVANKHERA,1,PS (I-V),1,Department of Education,Rural,3,Co-Ed,146,146,0,5,124,124,36,134,144,146,0,0,0,0,18,125,0,0,143,94,0,116,107,1,108,0,99,0,97,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93310,SARVANKHERA,1,PS (I-V),4,Government Aided,Rural,3,Co-Ed,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93310,SARVANKHERA,1,PS (I-V),5,Private Unaided (Recognized),Rural,3,Co-Ed,3,3,0,0,2,2,3,3,3,3,0,0,0,0,1,1,0,0,1,0,0,1,1,1,3,0,0,0,3,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93310,SARVANKHERA,1,PS (I-V),1,Department of Education,Urban,3,Co-Ed,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93310,SARVANKHERA,6,SS (I-X),5,Private Unaided (Recognized),Rural,3,Co-Ed,2,2,0,1,2,2,1,2,2,2,0,0,0,0,1,2,0,0,0,1,1,1,1,1,2,0,0,0,2,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93310,SARVANKHERA,8,SS (IX-X),1,Department of Education,Rural,3,Co-Ed,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93310,SARVANKHERA,8,SS (IX-X),5,Private Unaided (Recognized),Rural,3,Co-Ed,9,9,0,1,9,9,5,8,9,9,0,0,0,0,9,7,0,2,1,8,3,8,4,7,9,2,0,0,9,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93310,SARVANKHERA,7,SS (VI-X),5,Private Unaided (Recognized),Rural,3,Co-Ed,4,4,0,0,4,4,3,4,4,4,0,0,0,0,4,4,0,1,0,4,1,3,0,2,4,1,0,0,4,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93310,SARVANKHERA,4,UPS (VI-VIII),1,Department of Education,Rural,2,Girls,2,2,0,0,2,2,1,1,2,2,0,0,0,0,1,1,0,0,1,0,0,2,1,0,1,0,1,0,2,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93310,SARVANKHERA,4,UPS (VI-VIII),1,Department of Education,Rural,3,Co-Ed,62,61,0,7,53,53,21,58,62,62,0,0,0,0,9,56,0,0,44,47,0,33,49,4,49,0,42,0,42,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93310,SARVANKHERA,4,UPS (VI-VIII),4,Government Aided,Rural,3,Co-Ed,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93310,SARVANKHERA,4,UPS (VI-VIII),5,Private Unaided (Recognized),Rural,3,Co-Ed,3,3,0,0,3,3,1,3,3,3,0,0,0,0,1,3,0,0,0,3,0,0,2,1,3,0,0,0,3,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93311,SANDALPUR,3,HSS (I-XII),98,Madarsa unrecognized,Rural,3,Co-Ed,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93311,SANDALPUR,10,HSS (IX-XII),5,Private Unaided (Recognized),Rural,3,Co-Ed,2,2,0,0,2,2,1,2,2,2,0,0,0,0,1,2,0,0,0,1,0,2,1,0,2,0,0,0,2,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93311,SANDALPUR,5,HSS (VI-XII),4,Government Aided,Rural,3,Co-Ed,3,3,0,3,3,3,0,3,3,3,0,0,0,0,2,3,0,2,1,1,0,1,0,2,3,1,1,0,2,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93311,SANDALPUR,5,HSS (VI-XII),5,Private Unaided (Recognized),Rural,3,Co-Ed,4,4,0,1,4,4,3,4,4,4,0,0,0,0,3,3,0,0,0,3,1,4,1,4,4,0,0,0,4,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93311,SANDALPUR,1,PS (I-V),1,Department of Education,Rural,1,Boys,2,2,0,0,2,2,0,2,1,2,0,0,0,0,0,2,0,0,2,2,0,0,2,0,2,0,2,0,2,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93311,SANDALPUR,1,PS (I-V),1,Department of Education,Rural,2,Girls,2,2,0,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,2,2,0,0,1,0,2,0,0,0,1,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93311,SANDALPUR,1,PS (I-V),1,Department of Education,Rural,3,Co-Ed,111,108,0,1,91,91,29,88,89,92,0,0,0,0,11,97,0,0,93,87,0,47,71,3,84,0,66,0,75,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93311,SANDALPUR,1,PS (I-V),5,Private Unaided (Recognized),Rural,3,Co-Ed,5,5,0,0,5,5,2,5,5,5,0,0,0,0,1,5,0,0,0,2,0,0,1,1,5,0,1,0,4,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93311,SANDALPUR,1,PS (I-V),98,Madarsa unrecognized,Rural,3,Co-Ed,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93311,SANDALPUR,1,PS (I-V),1,Department of Education,Urban,3,Co-Ed,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93311,SANDALPUR,8,SS (IX-X),1,Department of Education,Rural,3,Co-Ed,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93311,SANDALPUR,8,SS (IX-X),5,Private Unaided (Recognized),Rural,3,Co-Ed,4,4,0,2,4,4,1,4,4,4,0,0,0,0,2,4,0,2,0,4,2,4,2,4,4,0,1,0,4,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93311,SANDALPUR,7,SS (VI-X),4,Government Aided,Rural,3,Co-Ed,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93311,SANDALPUR,7,SS (VI-X),5,Private Unaided (Recognized),Rural,3,Co-Ed,4,4,0,2,4,4,2,4,4,4,0,0,0,0,4,2,0,1,0,2,2,4,4,3,4,1,0,0,4,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93311,SANDALPUR,4,UPS (VI-VIII),1,Department of Education,Rural,1,Boys,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93311,SANDALPUR,4,UPS (VI-VIII),1,Department of Education,Rural,2,Girls,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93311,SANDALPUR,4,UPS (VI-VIII),1,Department of Education,Rural,3,Co-Ed,61,59,0,7,54,54,21,53,51,54,0,0,0,0,7,58,0,0,38,46,0,30,33,3,46,0,27,0,32,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93311,SANDALPUR,4,UPS (VI-VIII),4,Government Aided,Rural,3,Co-Ed,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93311,SANDALPUR,4,UPS (VI-VIII),5,Private Unaided (Recognized),Rural,3,Co-Ed,5,5,0,0,5,5,0,5,5,5,0,0,0,0,0,4,0,0,0,3,0,1,2,2,5,0,0,0,4,0,0
